Harga,Kategori,Lokasi,Rating,Skala,Tema,Angka tersewa,Nama event organizer
750000,Seminar/Webinar,Palembang,4.3,Besar (300+ orang),Skill Development,49,Event Organizer A
800000,Team Building,Balikpapan,1.7,Sedang (51-300 orang),Problem Solving,89,Event Organizer AD
600000,Party,Palembang,4.8,Kecil (10-50 orang),Social,15,Event Organizer AG
1200000,Wedding,Balikpapan,2.5,Kecil (10-50 orang),Cultural,87,Event Organizer AH
600000,Charity,Balikpapan,3.5,Besar (300+ orang),Volunteering,41,Event Organizer N
500000,Corporate Gathering,Surabaya,2.4,Kecil (10-50 orang),Team Building,89,Event Organizer AL
200000,Charity,Yogyakarta,2.5,Kecil (10-50 orang),Awareness,80,Event Organizer AB
700000,Competition,Balikpapan,2.7,Sedang (51-300 orang),Excellence,48,Event Organizer AC
1500000,Corporate Gathering,Balikpapan,2.7,Besar (300+ orang),Innovation,89,Event Organizer L
900000,Sport Event,Bandung,3.1,Besar (300+ orang),Competition,12,Event Organizer A
1200000,Party,Bandung,1.4,Sedang (51-300 orang),Entertainment,30,Event Organizer F
900000,Sport Event,Jakarta,1.4,Besar (300+ orang),Adventure,19,Event Organizer X
1050000,Competition,Jakarta,1.8,Besar (300+ orang),Victory,82,Event Organizer D
400000,Charity,Makassar,3.8,Sedang (51-300 orang),Volunteering,52,Event Organizer Z
2400000,Festival,Bandung,3.3,Besar (300+ orang),Food,92,Event Organizer L
900000,Sport Event,Makassar,4.7,Besar (300+ orang),Sportsmanship,95,Event Organizer H
700000,Competition,Medan,4.5,Sedang (51-300 orang),Excellence,86,Event Organizer V
2400000,Festival,Palembang,2.2,Besar (300+ orang),Community,53,Event Organizer AA
750000,Seminar/Webinar,Yogyakarta,2.1,Besar (300+ orang),Growth,18,Event Organizer AI
250000,Seminar/Webinar,Bandung,1.5,Kecil (10-50 orang),Educational,30,Event Organizer L
500000,Seminar/Webinar,Makassar,4.5,Sedang (51-300 orang),Learning,99,Event Organizer AE
800000,Team Building,Makassar,2.6,Sedang (51-300 orang),Trust,36,Event Organizer AG
700000,Competition,Bandung,3.8,Sedang (51-300 orang),Achievement,6,Event Organizer AH
350000,Competition,Balikpapan,4.0,Kecil (10-50 orang),Sportsmanship,75,Event Organizer M
1050000,Competition,Yogyakarta,4.0,Besar (300+ orang),Achievement,95,Event Organizer O
700000,Competition,Balikpapan,3.7,Sedang (51-300 orang),Talent,83,Event Organizer AJ
1200000,Party,Bandung,3.4,Sedang (51-300 orang),Fun,78,Event Organizer N
1200000,Party,Makassar,3.8,Sedang (51-300 orang),Music,76,Event Organizer N
350000,Competition,Yogyakarta,2.0,Kecil (10-50 orang),Talent,74,Event Organizer AB
600000,Charity,Balikpapan,4.5,Besar (300+ orang),Community,1,Event Organizer L
700000,Competition,Palembang,3.1,Sedang (51-300 orang),Achievement,34,Event Organizer H
800000,Festival,Bandung,3.3,Kecil (10-50 orang),Arts,66,Event Organizer AL
1000000,Corporate Gathering,Semarang,3.5,Sedang (51-300 orang),Professionalism,69,Event Organizer Z
2400000,Festival,Palembang,2.2,Besar (300+ orang),Community,35,Event Organizer M
600000,Charity,Yogyakarta,2.9,Besar (300+ orang),Fundraising,38,Event Organizer K
1000000,Corporate Gathering,Jakarta,2.8,Sedang (51-300 orang),Innovation,8,Event Organizer H
750000,Seminar/Webinar,Balikpapan,3.9,Besar (300+ orang),Innovation,59,Event Organizer E
2400000,Wedding,Balikpapan,4.2,Sedang (51-300 orang),Intimate,71,Event Organizer S
600000,Sport Event,Balikpapan,1.6,Sedang (51-300 orang),Health,72,Event Organizer C
400000,Charity,Palembang,1.5,Sedang (51-300 orang),Support,24,Event Organizer S
400000,Charity,Makassar,1.4,Sedang (51-300 orang),Volunteering,90,Event Organizer D
250000,Seminar/Webinar,Bandung,2.0,Kecil (10-50 orang),Skill Development,76,Event Organizer T
1200000,Team Building,Jakarta,1.1,Besar (300+ orang),Engagement,84,Event Organizer F
400000,Team Building,Surabaya,1.3,Kecil (10-50 orang),Engagement,36,Event Organizer U
500000,Seminar/Webinar,Denpasar,2.1,Sedang (51-300 orang),Learning,31,Event Organizer E
1600000,Festival,Balikpapan,1.1,Sedang (51-300 orang),Culture,79,Event Organizer H
1000000,Corporate Gathering,Yogyakarta,2.6,Sedang (51-300 orang),Professionalism,93,Event Organizer AF
1000000,Corporate Gathering,Jakarta,2.1,Sedang (51-300 orang),Networking,54,Event Organizer AD
800000,Team Building,Denpasar,4.2,Sedang (51-300 orang),Communication,31,Event Organizer G
1600000,Festival,Bandung,3.2,Sedang (51-300 orang),Culture,1,Event Organizer AH
600000,Party,Denpasar,3.1,Kecil (10-50 orang),Themed,65,Event Organizer C
400000,Charity,Semarang,1.8,Sedang (51-300 orang),Volunteering,25,Event Organizer Z
2400000,Festival,Makassar,1.2,Besar (300+ orang),Food,84,Event Organizer N
1800000,Party,Balikpapan,2.7,Besar (300+ orang),Dance,94,Event Organizer AJ
1200000,Party,Bandung,1.3,Sedang (51-300 orang),Entertainment,44,Event Organizer AM
250000,Seminar/Webinar,Palembang,2.4,Kecil (10-50 orang),Educational,82,Event Organizer D
600000,Charity,Denpasar,1.7,Besar (300+ orang),Support,12,Event Organizer AJ
500000,Seminar/Webinar,Semarang,1.7,Sedang (51-300 orang),Learning,37,Event Organizer Z
900000,Sport Event,Makassar,2.2,Besar (300+ orang),Health,17,Event Organizer AL
1200000,Team Building,Semarang,4.5,Besar (300+ orang),Engagement,13,Event Organizer AA
1200000,Team Building,Jakarta,4.6,Besar (300+ orang),Trust,30,Event Organizer J
400000,Charity,Medan,3.2,Sedang (51-300 orang),Volunteering,62,Event Organizer AJ
400000,Charity,Yogyakarta,2.0,Sedang (51-300 orang),Fundraising,23,Event Organizer G
350000,Competition,Palembang,3.9,Kecil (10-50 orang),Talent,28,Event Organizer AF
600000,Party,Denpasar,1.4,Kecil (10-50 orang),Fun,42,Event Organizer AI
750000,Seminar/Webinar,Balikpapan,1.2,Besar (300+ orang),Learning,62,Event Organizer W
800000,Team Building,Denpasar,3.4,Sedang (51-300 orang),Communication,1,Event Organizer AI
300000,Sport Event,Semarang,4.5,Kecil (10-50 orang),Sportsmanship,59,Event Organizer V
3600000,Wedding,Surabaya,4.8,Besar (300+ orang),Elegant,8,Event Organizer AN
1600000,Festival,Bandung,1.5,Sedang (51-300 orang),Culture,96,Event Organizer C
500000,Corporate Gathering,Palembang,1.8,Kecil (10-50 orang),Collaboration,53,Event Organizer N
400000,Charity,Jakarta,2.8,Sedang (51-300 orang),Awareness,67,Event Organizer AG
400000,Charity,Palembang,1.7,Sedang (51-300 orang),Community,40,Event Organizer V
800000,Team Building,Surabaya,2.8,Sedang (51-300 orang),Trust,56,Event Organizer AC
300000,Sport Event,Balikpapan,2.4,Kecil (10-50 orang),Health,17,Event Organizer AL
500000,Corporate Gathering,Palembang,4.1,Kecil (10-50 orang),Leadership,72,Event Organizer M
250000,Seminar/Webinar,Palembang,2.8,Kecil (10-50 orang),Growth,54,Event Organizer AI
1500000,Corporate Gathering,Makassar,2.6,Besar (300+ orang),Team Building,64,Event Organizer AK
200000,Charity,Medan,3.0,Kecil (10-50 orang),Awareness,21,Event Organizer P
1200000,Party,Palembang,1.7,Sedang (51-300 orang),Social,71,Event Organizer AF
1500000,Corporate Gathering,Medan,3.1,Besar (300+ orang),Leadership,6,Event Organizer R
400000,Charity,Denpasar,2.1,Sedang (51-300 orang),Community,9,Event Organizer AM
350000,Competition,Surabaya,1.5,Kecil (10-50 orang),Achievement,3,Event Organizer G
2400000,Festival,Surabaya,3.1,Besar (300+ orang),Food,61,Event Organizer Q
250000,Seminar/Webinar,Bandung,1.9,Kecil (10-50 orang),Motivational,38,Event Organizer AK
400000,Team Building,Denpasar,1.9,Kecil (10-50 orang),Teamwork,20,Event Organizer A
600000,Sport Event,Denpasar,1.9,Sedang (51-300 orang),Endurance,83,Event Organizer P
500000,Corporate Gathering,Yogyakarta,2.3,Kecil (10-50 orang),Collaboration,53,Event Organizer AL
350000,Competition,Semarang,4.0,Kecil (10-50 orang),Achievement,2,Event Organizer N
350000,Competition,Balikpapan,3.4,Kecil (10-50 orang),Excellence,72,Event Organizer R
1500000,Corporate Gathering,Makassar,1.3,Besar (300+ orang),Team Building,61,Event Organizer W
1050000,Competition,Palembang,2.2,Besar (300+ orang),Challenge,41,Event Organizer C
250000,Seminar/Webinar,Denpasar,3.9,Kecil (10-50 orang),Professional,60,Event Organizer AB
800000,Team Building,Bandung,1.0,Sedang (51-300 orang),Engagement,16,Event Organizer P
1800000,Party,Semarang,4.7,Besar (300+ orang),Themed,30,Event Organizer A
1200000,Party,Denpasar,1.7,Sedang (51-300 orang),Social,85,Event Organizer H
600000,Charity,Makassar,1.1,Besar (300+ orang),Volunteering,78,Event Organizer F
1500000,Corporate Gathering,Makassar,5.0,Besar (300+ orang),Team Building,66,Event Organizer AB
1500000,Corporate Gathering,Semarang,2.3,Besar (300+ orang),Leadership,44,Event Organizer H
300000,Sport Event,Yogyakarta,1.1,Kecil (10-50 orang),Teamwork,98,Event Organizer V
500000,Seminar/Webinar,Semarang,3.3,Sedang (51-300 orang),Motivational,1,Event Organizer AJ
1200000,Team Building,Semarang,3.8,Besar (300+ orang),Teamwork,52,Event Organizer K
200000,Charity,Bandung,1.4,Kecil (10-50 orang),Giving,16,Event Organizer V
600000,Charity,Surabaya,1.9,Besar (300+ orang),Awareness,24,Event Organizer K
600000,Party,Palembang,4.6,Kecil (10-50 orang),Themed,97,Event Organizer T
600000,Charity,Makassar,3.7,Besar (300+ orang),Awareness,100,Event Organizer AC
1200000,Wedding,Medan,5.0,Kecil (10-50 orang),Classic,77,Event Organizer H
900000,Sport Event,Medan,1.5,Besar (300+ orang),Endurance,22,Event Organizer AG
250000,Seminar/Webinar,Balikpapan,2.3,Kecil (10-50 orang),Professional,54,Event Organizer AM
400000,Charity,Medan,3.9,Sedang (51-300 orang),Fundraising,10,Event Organizer AJ
200000,Charity,Semarang,1.2,Kecil (10-50 orang),Fundraising,20,Event Organizer P
350000,Competition,Palembang,1.6,Kecil (10-50 orang),Performance,59,Event Organizer J
400000,Team Building,Palembang,1.5,Kecil (10-50 orang),Strategy,73,Event Organizer AJ
800000,Festival,Makassar,2.3,Kecil (10-50 orang),Tradition,5,Event Organizer F
600000,Sport Event,Surabaya,4.6,Sedang (51-300 orang),Teamwork,5,Event Organizer AH
200000,Charity,Balikpapan,1.5,Kecil (10-50 orang),Giving,93,Event Organizer X
800000,Team Building,Yogyakarta,3.5,Sedang (51-300 orang),Collaboration,2,Event Organizer I
400000,Charity,Medan,4.3,Sedang (51-300 orang),Awareness,73,Event Organizer D
900000,Sport Event,Jakarta,5.0,Besar (300+ orang),Endurance,38,Event Organizer G
1600000,Festival,Denpasar,2.9,Sedang (51-300 orang),Tradition,4,Event Organizer AA
1200000,Wedding,Makassar,1.4,Kecil (10-50 orang),Traditional,26,Event Organizer AN
400000,Team Building,Balikpapan,3.2,Kecil (10-50 orang),Collaboration,69,Event Organizer AG
600000,Sport Event,Makassar,2.2,Sedang (51-300 orang),Competition,38,Event Organizer U
400000,Team Building,Surabaya,2.9,Kecil (10-50 orang),Strategy,17,Event Organizer V
800000,Team Building,Semarang,4.0,Sedang (51-300 orang),Communication,10,Event Organizer AF
2400000,Festival,Makassar,2.4,Besar (300+ orang),Arts,50,Event Organizer L
800000,Team Building,Balikpapan,1.3,Sedang (51-300 orang),Engagement,96,Event Organizer AC
1050000,Competition,Jakarta,3.3,Besar (300+ orang),Sportsmanship,49,Event Organizer AL
1200000,Team Building,Medan,4.0,Besar (300+ orang),Teamwork,82,Event Organizer I
1600000,Festival,Balikpapan,2.8,Sedang (51-300 orang),Community,58,Event Organizer I
1050000,Competition,Palembang,3.8,Besar (300+ orang),Achievement,4,Event Organizer V
750000,Seminar/Webinar,Surabaya,3.8,Besar (300+ orang),Motivational,36,Event Organizer V
1200000,Wedding,Yogyakarta,1.3,Kecil (10-50 orang),Intimate,88,Event Organizer L
1600000,Festival,Balikpapan,1.6,Sedang (51-300 orang),Music,95,Event Organizer AH
1600000,Festival,Bandung,1.9,Sedang (51-300 orang),Music,58,Event Organizer D
1500000,Corporate Gathering,Bandung,3.0,Besar (300+ orang),Strategy,70,Event Organizer U
3600000,Wedding,Jakarta,1.0,Besar (300+ orang),Romantic,92,Event Organizer AM
2400000,Festival,Makassar,4.3,Besar (300+ orang),Music,27,Event Organizer W
3600000,Wedding,Yogyakarta,2.9,Besar (300+ orang),Cultural,24,Event Organizer G
1800000,Party,Semarang,2.4,Besar (300+ orang),Social,23,Event Organizer AG
1000000,Corporate Gathering,Palembang,1.5,Sedang (51-300 orang),Strategy,15,Event Organizer Q
1800000,Party,Bandung,4.1,Besar (300+ orang),Entertainment,25,Event Organizer AM
1050000,Competition,Balikpapan,1.2,Besar (300+ orang),Talent,91,Event Organizer W
1200000,Wedding,Denpasar,4.5,Kecil (10-50 orang),Traditional,42,Event Organizer X
2400000,Wedding,Medan,4.3,Sedang (51-300 orang),Intimate,69,Event Organizer V
1200000,Party,Makassar,2.5,Sedang (51-300 orang),Music,90,Event Organizer L
800000,Festival,Denpasar,5.0,Kecil (10-50 orang),Celebration,77,Event Organizer AD
800000,Team Building,Medan,3.5,Sedang (51-300 orang),Trust,12,Event Organizer J
400000,Team Building,Denpasar,2.6,Kecil (10-50 orang),Strategy,57,Event Organizer P
1200000,Party,Makassar,2.3,Sedang (51-300 orang),Themed,13,Event Organizer AC
500000,Seminar/Webinar,Palembang,2.5,Sedang (51-300 orang),Learning,9,Event Organizer AN
400000,Charity,Makassar,2.3,Sedang (51-300 orang),Support,1,Event Organizer AI
500000,Seminar/Webinar,Surabaya,3.7,Sedang (51-300 orang),Growth,50,Event Organizer N
750000,Seminar/Webinar,Jakarta,2.4,Besar (300+ orang),Learning,35,Event Organizer V
400000,Team Building,Balikpapan,4.5,Kecil (10-50 orang),Trust,51,Event Organizer U
900000,Sport Event,Yogyakarta,4.3,Besar (300+ orang),Sportsmanship,39,Event Organizer I
700000,Competition,Makassar,1.6,Sedang (51-300 orang),Victory,55,Event Organizer AH
2400000,Wedding,Bandung,4.7,Sedang (51-300 orang),Elegant,81,Event Organizer R
700000,Competition,Jakarta,3.9,Sedang (51-300 orang),Challenge,58,Event Organizer L
1500000,Corporate Gathering,Yogyakarta,2.3,Besar (300+ orang),Professionalism,70,Event Organizer K
3600000,Wedding,Jakarta,3.6,Besar (300+ orang),Classic,48,Event Organizer T
3600000,Wedding,Bandung,2.7,Besar (300+ orang),Classic,12,Event Organizer I
500000,Seminar/Webinar,Balikpapan,3.4,Sedang (51-300 orang),Professional,88,Event Organizer G
700000,Competition,Balikpapan,1.2,Sedang (51-300 orang),Achievement,61,Event Organizer I
900000,Sport Event,Denpasar,2.5,Besar (300+ orang),Competition,4,Event Organizer AF
600000,Party,Palembang,4.0,Kecil (10-50 orang),Music,98,Event Organizer AI
750000,Seminar/Webinar,Yogyakarta,3.3,Besar (300+ orang),Innovation,58,Event Organizer U
600000,Charity,Palembang,3.9,Besar (300+ orang),Support,92,Event Organizer AH
1200000,Wedding,Jakarta,4.7,Kecil (10-50 orang),Cultural,97,Event Organizer T
1200000,Team Building,Jakarta,1.3,Besar (300+ orang),Problem Solving,29,Event Organizer AD
700000,Competition,Bandung,3.5,Sedang (51-300 orang),Achievement,42,Event Organizer X
350000,Competition,Jakarta,1.8,Kecil (10-50 orang),Achievement,20,Event Organizer AI
400000,Team Building,Jakarta,2.1,Kecil (10-50 orang),Strategy,22,Event Organizer H
300000,Sport Event,Yogyakarta,5.0,Kecil (10-50 orang),Competition,46,Event Organizer AC
1200000,Team Building,Palembang,4.9,Besar (300+ orang),Trust,3,Event Organizer AI
2400000,Festival,Bandung,3.1,Besar (300+ orang),Arts,3,Event Organizer AH
200000,Charity,Yogyakarta,3.2,Kecil (10-50 orang),Community,80,Event Organizer AE
600000,Charity,Jakarta,1.6,Besar (300+ orang),Giving,15,Event Organizer B
250000,Seminar/Webinar,Balikpapan,3.2,Kecil (10-50 orang),Growth,20,Event Organizer B
900000,Sport Event,Yogyakarta,1.6,Besar (300+ orang),Health,86,Event Organizer G
500000,Corporate Gathering,Yogyakarta,3.2,Kecil (10-50 orang),Collaboration,49,Event Organizer W
250000,Seminar/Webinar,Jakarta,4.2,Kecil (10-50 orang),Skill Development,52,Event Organizer H
400000,Team Building,Balikpapan,1.4,Kecil (10-50 orang),Collaboration,27,Event Organizer S
200000,Charity,Makassar,1.4,Kecil (10-50 orang),Support,85,Event Organizer AE
500000,Corporate Gathering,Yogyakarta,3.7,Kecil (10-50 orang),Collaboration,34,Event Organizer AC
1600000,Festival,Palembang,3.8,Sedang (51-300 orang),Tradition,30,Event Organizer AF
300000,Sport Event,Medan,2.0,Kecil (10-50 orang),Sportsmanship,75,Event Organizer Y
1000000,Corporate Gathering,Balikpapan,1.8,Sedang (51-300 orang),Strategy,13,Event Organizer AN
500000,Corporate Gathering,Surabaya,4.4,Kecil (10-50 orang),Professionalism,81,Event Organizer H
1800000,Party,Yogyakarta,3.8,Besar (300+ orang),Music,88,Event Organizer Y
400000,Team Building,Surabaya,3.0,Kecil (10-50 orang),Engagement,48,Event Organizer AF
1200000,Party,Medan,2.2,Sedang (51-300 orang),Music,16,Event Organizer V
1050000,Competition,Yogyakarta,1.6,Besar (300+ orang),Sportsmanship,76,Event Organizer Y
3600000,Wedding,Semarang,3.3,Besar (300+ orang),Intimate,39,Event Organizer A
1200000,Wedding,Denpasar,4.3,Kecil (10-50 orang),Cultural,86,Event Organizer AJ
600000,Sport Event,Bandung,2.5,Sedang (51-300 orang),Competition,95,Event Organizer I
400000,Charity,Semarang,1.1,Sedang (51-300 orang),Giving,40,Event Organizer AH
600000,Sport Event,Denpasar,2.4,Sedang (51-300 orang),Competition,28,Event Organizer E
1800000,Party,Bandung,1.0,Besar (300+ orang),Fun,70,Event Organizer T
2400000,Wedding,Semarang,1.6,Sedang (51-300 orang),Romantic,14,Event Organizer AK
1050000,Competition,Jakarta,4.9,Besar (300+ orang),Victory,69,Event Organizer U
800000,Festival,Bandung,2.2,Kecil (10-50 orang),Food,91,Event Organizer L
400000,Charity,Denpasar,3.8,Sedang (51-300 orang),Helping,54,Event Organizer N
400000,Team Building,Denpasar,4.4,Kecil (10-50 orang),Problem Solving,24,Event Organizer M
800000,Team Building,Palembang,1.9,Sedang (51-300 orang),Engagement,26,Event Organizer I
2400000,Festival,Medan,1.9,Besar (300+ orang),Food,93,Event Organizer O
400000,Team Building,Surabaya,4.3,Kecil (10-50 orang),Collaboration,34,Event Organizer K
1200000,Wedding,Surabaya,1.9,Kecil (10-50 orang),Elegant,15,Event Organizer S
1500000,Corporate Gathering,Yogyakarta,3.9,Besar (300+ orang),Professionalism,50,Event Organizer K
1000000,Corporate Gathering,Denpasar,1.7,Sedang (51-300 orang),Networking,96,Event Organizer C
800000,Team Building,Yogyakarta,4.0,Sedang (51-300 orang),Teamwork,74,Event Organizer AM
750000,Seminar/Webinar,Balikpapan,1.3,Besar (300+ orang),Learning,68,Event Organizer AJ
1800000,Party,Palembang,4.3,Besar (300+ orang),Dance,100,Event Organizer Q
1050000,Competition,Makassar,3.9,Besar (300+ orang),Achievement,67,Event Organizer S
400000,Team Building,Medan,2.1,Kecil (10-50 orang),Problem Solving,52,Event Organizer AL
400000,Charity,Jakarta,3.2,Sedang (51-300 orang),Helping,67,Event Organizer AM
400000,Charity,Surabaya,2.8,Sedang (51-300 orang),Fundraising,60,Event Organizer A
350000,Competition,Medan,3.8,Kecil (10-50 orang),Talent,40,Event Organizer V
1050000,Competition,Semarang,2.9,Besar (300+ orang),Excellence,38,Event Organizer AM
1050000,Competition,Semarang,4.9,Besar (300+ orang),Achievement,24,Event Organizer AG
900000,Sport Event,Jakarta,4.9,Besar (300+ orang),Competition,31,Event Organizer Z
700000,Competition,Denpasar,3.2,Sedang (51-300 orang),Victory,100,Event Organizer L
200000,Charity,Denpasar,3.4,Kecil (10-50 orang),Giving,54,Event Organizer V
2400000,Wedding,Medan,3.7,Sedang (51-300 orang),Classic,37,Event Organizer P
500000,Corporate Gathering,Medan,2.7,Kecil (10-50 orang),Innovation,70,Event Organizer A
400000,Charity,Yogyakarta,4.3,Sedang (51-300 orang),Helping,37,Event Organizer E
3600000,Wedding,Bandung,4.8,Besar (300+ orang),Intimate,48,Event Organizer J
350000,Competition,Balikpapan,2.6,Kecil (10-50 orang),Excellence,53,Event Organizer I
600000,Party,Semarang,3.6,Kecil (10-50 orang),Celebration,9,Event Organizer K
600000,Party,Jakarta,3.3,Kecil (10-50 orang),Fun,54,Event Organizer N
